lr,loss_train,accuracy_validation
0.0001,6.184596538543701,64.06
0.0001,5.4389777183532715,64.06
0.0001,5.685297966003418,64.06
0.0001,4.39424991607666,64.06
0.0001,4.911835193634033,64.06
0.0001,4.138522148132324,64.06
0.0001,3.7664413452148438,64.06
0.0001,4.078713417053223,64.06
0.0001,3.8322179317474365,64.06
0.0001,3.6216671466827393,64.06
0.0001,4.009353160858154,64.06
0.0001,2.963456392288208,64.06
0.0001,4.108846664428711,64.06
0.0001,3.712813138961792,64.06
0.0001,4.235479831695557,64.06
0.0001,4.243405342102051,64.06
0.0001,3.1729321479797363,64.06
0.0001,3.2406928539276123,64.06
0.0001,3.238727331161499,64.06
0.0001,3.113919258117676,64.06
0.0001,4.068525314331055,64.06
0.0001,3.07395076751709,64.06
0.0001,2.8060402870178223,64.06
0.0001,3.313070297241211,64.06
0.0001,3.3430488109588623,64.06
0.0001,3.458773612976074,64.06
0.0001,3.4246327877044678,64.06
0.0001,2.635038137435913,64.06
0.0001,3.0143017768859863,64.06
0.0001,3.4441826343536377,64.06
0.0001,3.5957586765289307,64.06
0.0001,3.506594181060791,64.06
0.0001,3.407254695892334,64.06
0.0001,2.268305778503418,64.06
0.0001,3.214198112487793,64.06
0.0001,2.942774772644043,64.06
0.0001,2.1521270275115967,64.06
0.0001,2.8427700996398926,64.06
0.0001,2.6846039295196533,64.06
0.0001,3.3577029705047607,64.06
0.0001,3.5204055309295654,64.06
0.0001,2.8029863834381104,64.06
0.0001,2.737466335296631,64.06
0.0001,2.985267400741577,64.06
0.0001,3.4473845958709717,64.06
0.0001,3.564146041870117,64.06
0.0001,2.88618540763855,64.06
0.0001,2.4991652965545654,64.06
0.0001,2.5242667198181152,64.06
0.0001,2.96724796295166,64.06
0.0001,2.106971025466919,64.06
0.0001,2.2839303016662598,64.06
0.0001,2.4385666847229004,64.06
0.0001,2.8410961627960205,64.06
0.0001,2.3429677486419678,64.06
0.0001,2.562586784362793,64.06
0.0001,2.632547378540039,64.06
0.0001,2.6379244327545166,64.06
0.0001,2.466575860977173,64.06
0.0001,2.429762601852417,64.06
0.0001,2.455078363418579,64.06
0.0001,2.8964433670043945,64.06
0.0001,2.5055723190307617,64.06
0.0001,2.1621313095092773,64.06
0.0001,2.414466619491577,64.06
0.0001,2.618065118789673,64.06
0.0001,2.7971854209899902,64.06
0.0001,2.1854119300842285,64.06
0.0001,2.5086872577667236,64.06
0.0001,1.8874354362487793,64.06
0.0001,2.484189748764038,64.06
0.0001,2.4026219844818115,64.06
0.0001,3.0327200889587402,64.06
0.0001,2.2433931827545166,64.06
0.0001,3.267897367477417,64.06
0.0001,2.5385828018188477,64.06
0.0001,2.401510715484619,64.06
0.0001,2.4212517738342285,64.06
0.0001,2.4663848876953125,64.06
0.0001,2.526047706604004,64.06
0.0001,2.6903023719787598,64.06
0.0001,2.5583817958831787,64.06
0.0001,2.265739679336548,64.06
0.0001,2.9898674488067627,64.06
0.0001,2.510653495788574,64.06
0.0001,2.3639280796051025,64.06
0.0001,2.208939790725708,64.06
0.0001,2.063870668411255,64.06
0.0001,1.8161860704421997,64.06
0.0001,3.159169912338257,64.06
0.0001,2.867060661315918,64.06
0.0001,2.9161925315856934,64.06
0.0001,2.761265754699707,64.06
0.0001,2.8844194412231445,64.06
0.0001,2.257410764694214,64.06
0.0001,2.1045169830322266,64.06
0.0001,2.6240880489349365,64.06
0.0001,2.563070297241211,64.06
0.0001,2.2868235111236572,64.06
0.0001,2.323812961578369,64.06
0.0001,2.8534905910491943,64.06
0.0001,2.3040993213653564,64.06
0.0001,1.9727752208709717,64.06
0.0001,2.452904224395752,64.06
0.0001,2.145498275756836,64.06
0.0001,2.3256232738494873,64.06
0.0001,2.2044472694396973,64.06
0.0001,2.570042371749878,64.06
0.0001,2.3196182250976562,64.06
0.0001,2.443256139755249,64.06
0.0001,2.7473058700561523,64.06
0.0001,2.453080415725708,64.06
0.0001,2.276223659515381,64.06
0.0001,2.2459981441497803,64.06
0.0001,1.7196464538574219,64.06
0.0001,2.226370334625244,64.06
0.0001,2.4994702339172363,64.06
0.0001,2.2300314903259277,64.06
0.0001,1.3204641342163086,64.06
0.0001,2.566650629043579,64.06
0.0001,2.1055681705474854,64.06
0.0001,2.313298225402832,64.06
0.0001,2.2326297760009766,64.06
0.0001,2.328469753265381,64.06
0.0001,2.4759340286254883,64.06
0.0001,2.3665943145751953,64.06
0.0001,2.1581177711486816,64.06
0.0001,1.8659777641296387,64.06
0.0001,2.209723472595215,64.06
0.0001,2.071830987930298,64.06
0.0001,1.6022976636886597,64.06
0.0001,2.8251781463623047,64.06
0.0001,1.7522087097167969,64.06
