lr,loss_train,accuracy_validation
1e-05,5.852338790893555,56.54
1e-05,6.160222053527832,56.54
1e-05,5.596385955810547,56.54
1e-05,5.771187782287598,56.54
1e-05,5.987115383148193,56.54
1e-05,6.796535491943359,56.54
1e-05,6.974386692047119,56.54
1e-05,5.665006160736084,56.54
1e-05,5.469831466674805,56.54
1e-05,6.075845241546631,56.54
1e-05,5.279135227203369,56.54
1e-05,6.160161972045898,56.54
1e-05,5.814813613891602,56.54
1e-05,5.7925801277160645,56.54
1e-05,5.611111640930176,56.54
1e-05,5.147472381591797,56.54
1e-05,4.9738264083862305,56.54
1e-05,4.663384437561035,56.54
1e-05,5.216882705688477,56.54
1e-05,5.280428886413574,56.54
1e-05,5.412771701812744,56.54
1e-05,5.972324371337891,56.54
1e-05,5.787843704223633,56.54
1e-05,5.0516133308410645,56.54
1e-05,4.803829193115234,56.54
1e-05,4.904802322387695,56.54
1e-05,4.886736869812012,56.54
1e-05,4.928311824798584,56.54
1e-05,3.9766111373901367,56.54
1e-05,4.7328314781188965,56.54
1e-05,5.5267863273620605,56.54
1e-05,5.338720321655273,56.54
1e-05,5.311552047729492,56.54
1e-05,4.218031406402588,56.54
1e-05,5.487460136413574,56.54
1e-05,5.162457466125488,56.54
1e-05,5.176695346832275,56.54
1e-05,4.368070602416992,56.54
1e-05,4.391850471496582,56.54
1e-05,4.111993789672852,56.54
1e-05,4.670591831207275,56.54
1e-05,4.739136219024658,56.54
1e-05,4.762496471405029,56.54
1e-05,4.0237860679626465,56.54
1e-05,4.375946044921875,56.54
1e-05,4.506784915924072,56.54
1e-05,4.613201141357422,56.54
1e-05,3.981107473373413,56.54
1e-05,5.010879993438721,56.54
1e-05,4.730463981628418,56.54
1e-05,4.19706916809082,56.54
1e-05,4.1979265213012695,56.54
1e-05,3.6684188842773438,56.54
1e-05,3.6292388439178467,56.54
1e-05,5.349689960479736,56.54
1e-05,3.7388808727264404,56.54
1e-05,5.573277473449707,56.54
1e-05,4.636092662811279,56.54
1e-05,4.124474048614502,56.54
1e-05,3.4155874252319336,56.54
1e-05,3.782059907913208,56.54
1e-05,4.674529552459717,56.54
1e-05,3.3476507663726807,56.54
1e-05,3.7290778160095215,56.54
1e-05,4.850658893585205,56.54
1e-05,3.564821243286133,56.54
1e-05,4.964268684387207,56.54
1e-05,4.051996231079102,56.54
1e-05,3.4595553874969482,56.54
1e-05,4.595634460449219,56.54
1e-05,3.5683295726776123,56.54
1e-05,2.8754467964172363,56.54
1e-05,3.731752872467041,56.54
1e-05,4.068257808685303,56.54
1e-05,4.335675239562988,56.54
1e-05,3.925687551498413,56.54
1e-05,5.078320503234863,56.54
1e-05,3.7249512672424316,56.54
1e-05,3.182617425918579,56.54
1e-05,3.5747251510620117,56.54
1e-05,3.2352864742279053,56.54
1e-05,3.2266149520874023,56.54
1e-05,4.0189924240112305,56.54
1e-05,3.249117136001587,56.54
1e-05,3.3452234268188477,56.54
1e-05,3.5096590518951416,56.54
1e-05,3.9035677909851074,56.54
1e-05,3.7192511558532715,56.54
1e-05,4.249139308929443,56.54
1e-05,3.7184386253356934,56.54
1e-05,4.541425704956055,56.54
1e-05,3.5114243030548096,56.54
1e-05,4.546530246734619,56.54
1e-05,3.6611640453338623,56.54
1e-05,4.119198799133301,56.54
1e-05,3.9959499835968018,56.54
1e-05,4.046054840087891,56.54
1e-05,4.565783500671387,56.54
1e-05,3.632096529006958,56.54
1e-05,3.748744010925293,56.54
1e-05,3.62723445892334,56.54
1e-05,3.500833749771118,56.54
1e-05,3.8415236473083496,56.54
1e-05,3.6701509952545166,56.54
1e-05,3.9306154251098633,56.54
1e-05,3.9899539947509766,56.54
1e-05,3.123635768890381,56.54
1e-05,3.689769983291626,56.54
1e-05,3.5326337814331055,56.54
1e-05,4.377458095550537,56.54
1e-05,4.194297790527344,56.54
1e-05,3.590414524078369,56.54
1e-05,3.1763579845428467,56.54
1e-05,3.369781732559204,56.54
1e-05,3.454843044281006,56.54
1e-05,3.453564405441284,56.54
1e-05,4.075131416320801,56.54
1e-05,2.5685346126556396,56.54
1e-05,3.77484130859375,56.54
1e-05,3.653925895690918,56.54
1e-05,4.269421100616455,56.54
1e-05,3.9982705116271973,56.54
1e-05,3.822091579437256,56.54
1e-05,3.0926032066345215,56.54
1e-05,3.495858669281006,56.54
1e-05,2.8532192707061768,56.54
1e-05,3.463815689086914,56.54
1e-05,3.550320625305176,56.54
1e-05,3.6018972396850586,56.54
1e-05,3.542037010192871,56.54
1e-05,3.0753562450408936,56.54
1e-05,3.5996897220611572,56.54
1e-05,4.049667835235596,56.54
1e-05,3.7159862518310547,56.54
1e-05,4.006222724914551,56.54
1e-05,3.2824149131774902,56.54
1e-05,3.3785760402679443,56.54
1e-05,3.2032763957977295,56.54
1e-05,2.849874496459961,56.54
1e-05,3.937739372253418,56.54
1e-05,3.8578271865844727,56.54
1e-05,3.9063920974731445,56.54
1e-05,3.496201753616333,56.54
1e-05,3.523921489715576,56.54
1e-05,3.3244071006774902,56.54
1e-05,4.403141498565674,56.54
1e-05,3.931448459625244,56.54
1e-05,3.532700538635254,56.54
1e-05,3.633540153503418,56.54
1e-05,3.9508001804351807,56.54
1e-05,3.999851703643799,56.54
1e-05,3.073103427886963,56.54
1e-05,3.0415420532226562,56.54
1e-05,3.900860071182251,56.54
1e-05,3.649867057800293,56.54
1e-05,3.122267723083496,56.54
1e-05,4.021218299865723,56.54
1e-05,3.5275707244873047,56.54
1e-05,3.3846373558044434,56.54
1e-05,3.2373435497283936,56.54
1e-05,4.747682094573975,56.54
1e-05,2.692979335784912,56.54
1e-05,3.513765811920166,56.54
1e-05,3.8529164791107178,56.54
1e-05,3.2436270713806152,56.54
1e-05,3.2853400707244873,56.54
1e-05,3.1095407009124756,56.54
1e-05,3.51277494430542,56.54
1e-05,3.3554654121398926,56.54
1e-05,3.764941930770874,56.54
1e-05,3.401717185974121,56.54
1e-05,4.205528736114502,56.54
1e-05,3.437962293624878,56.54
1e-05,3.6711502075195312,56.54
1e-05,3.2024238109588623,56.54
1e-05,3.9660940170288086,56.54
1e-05,2.9226858615875244,56.54
1e-05,3.3930282592773438,56.54
1e-05,2.5622682571411133,56.54
1e-05,3.0784177780151367,56.54
1e-05,3.0877063274383545,56.54
1e-05,3.0878384113311768,56.54
1e-05,3.173781156539917,56.54
1e-05,3.5846915245056152,56.54
1e-05,3.5049164295196533,56.54
1e-05,3.1041696071624756,56.54
1e-05,3.941030263900757,56.54
1e-05,3.4657297134399414,56.54
1e-05,2.9219472408294678,56.54
1e-05,3.373110294342041,56.54
1e-05,3.2244629859924316,56.54
1e-05,3.2344295978546143,56.54
1e-05,3.5680980682373047,56.54
1e-05,2.8368947505950928,56.54
1e-05,3.2466073036193848,56.54
1e-05,3.3678247928619385,56.54
1e-05,3.085045576095581,56.54
1e-05,3.543940544128418,56.54
1e-05,3.032701015472412,56.54
1e-05,3.5751094818115234,56.54
1e-05,3.682562828063965,56.54
1e-05,3.1621737480163574,56.54
1e-05,2.931300163269043,56.54
1e-05,3.572148084640503,56.54
1e-05,3.301455497741699,56.54
1e-05,2.6850767135620117,56.54
1e-05,3.082902193069458,56.54
1e-05,3.2664718627929688,56.54
1e-05,3.0533034801483154,56.54
1e-05,3.0430383682250977,56.54
1e-05,3.5018362998962402,56.54
1e-05,3.423936128616333,56.54
1e-05,2.834221839904785,56.54
1e-05,2.9633169174194336,56.54
1e-05,2.947718620300293,56.54
1e-05,3.181776762008667,56.54
1e-05,3.1250674724578857,56.54
1e-05,2.925286293029785,56.54
1e-05,3.0807759761810303,56.54
1e-05,3.1991329193115234,56.54
1e-05,3.287600517272949,56.54
1e-05,3.8875718116760254,56.54
1e-05,2.9403257369995117,56.54
1e-05,2.8671720027923584,56.54
1e-05,2.781409502029419,56.54
1e-05,3.660982131958008,56.54
1e-05,3.387103796005249,56.54
1e-05,3.412661552429199,56.54
1e-05,3.5188708305358887,56.54
1e-05,2.222289562225342,56.54
1e-05,3.0743298530578613,56.54
1e-05,3.461169958114624,56.54
1e-05,3.5776031017303467,56.54
1e-05,2.5903470516204834,56.54
1e-05,2.959782123565674,56.54
1e-05,2.80794095993042,56.54
1e-05,3.7449393272399902,56.54
1e-05,3.504664421081543,56.54
1e-05,2.884281873703003,56.54
1e-05,3.6566827297210693,56.54
1e-05,3.0354127883911133,56.54
1e-05,3.2529802322387695,56.54
1e-05,2.325491428375244,56.54
1e-05,3.200138807296753,56.54
1e-05,3.032316207885742,56.54
1e-05,2.9821035861968994,56.54
1e-05,3.1583707332611084,56.54
1e-05,2.459306478500366,56.54
1e-05,2.8891067504882812,56.54
1e-05,3.766819477081299,56.54
1e-05,3.1925811767578125,56.54
1e-05,2.863506555557251,56.54
1e-05,3.6539154052734375,56.54
1e-05,3.230851411819458,56.54
1e-05,3.178013324737549,56.54
1e-05,3.34030818939209,56.54
1e-05,3.0043458938598633,56.54
1e-05,3.1138715744018555,56.54
1e-05,3.054062604904175,56.54
1e-05,3.2394585609436035,56.54
1e-05,2.9852187633514404,56.54
1e-05,3.3378233909606934,56.54
1e-05,2.628072738647461,56.54
1e-05,2.766136884689331,56.54
1e-05,3.011977434158325,56.54
1e-05,3.1373159885406494,56.54
1e-05,3.2130215167999268,56.54
1e-05,3.4157042503356934,56.54
1e-05,3.362489938735962,56.54
1e-05,3.180305242538452,56.54
1e-05,3.1572439670562744,56.54
1e-05,3.3931336402893066,56.54
1e-05,2.6096982955932617,56.54
1e-05,3.539504051208496,56.54
1e-05,2.950068950653076,56.54
1e-05,3.44228458404541,56.54
1e-05,3.0739052295684814,56.54
1e-05,2.7118468284606934,56.54
1e-05,3.1834781169891357,56.54
1e-05,2.8049087524414062,56.54
1e-05,3.505934238433838,56.54
1e-05,2.9931578636169434,56.54
1e-05,3.492938280105591,56.54
1e-05,3.252110242843628,56.54
1e-05,2.8993313312530518,56.54
1e-05,3.6738216876983643,56.54
1e-05,2.715179443359375,56.54
1e-05,2.793905019760132,56.54
1e-05,2.7610106468200684,56.54
1e-05,3.1954915523529053,56.54
1e-05,2.873913049697876,56.54
1e-05,3.687323808670044,56.54
1e-05,3.1123850345611572,56.54
1e-05,2.9242184162139893,56.54
1e-05,3.5176286697387695,56.54
1e-05,2.8694794178009033,56.54
1e-05,4.120302677154541,56.54
1e-05,2.8224103450775146,56.54
1e-05,3.4271509647369385,56.54
1e-05,3.0145862102508545,56.54
1e-05,2.8021726608276367,56.54
1e-05,2.7850828170776367,56.54
1e-05,2.7044641971588135,56.54
1e-05,3.571105718612671,56.54
1e-05,2.6207823753356934,56.54
1e-05,3.123075008392334,56.54
1e-05,3.0866904258728027,56.54
1e-05,3.211454153060913,56.54
1e-05,3.2126810550689697,56.54
1e-05,2.439052104949951,56.54
1e-05,2.5336828231811523,56.54
1e-05,2.940385341644287,56.54
1e-05,2.1678295135498047,56.54
1e-05,2.9536426067352295,56.54
1e-05,3.1296939849853516,56.54
1e-05,3.251826524734497,56.54
1e-05,2.9797744750976562,56.54
1e-05,3.257523775100708,56.54
1e-05,3.6410443782806396,56.54
1e-05,3.1511788368225098,56.54
1e-05,2.473789930343628,56.54
1e-05,2.495835304260254,56.54
1e-05,2.9964568614959717,56.54
1e-05,2.9577627182006836,56.54
1e-05,2.81581449508667,56.54
1e-05,3.153240442276001,56.54
1e-05,2.814993381500244,56.54
1e-05,2.3517096042633057,56.54
1e-05,3.3424668312072754,56.54
1e-05,3.721346855163574,56.54
1e-05,2.7969977855682373,56.54
1e-05,2.566645622253418,56.54
1e-05,3.1361148357391357,56.54
1e-05,3.0252692699432373,56.54
1e-05,2.8556063175201416,56.54
1e-05,2.8870344161987305,56.54
1e-05,2.9465584754943848,56.54
1e-05,2.9875669479370117,56.54
1e-05,3.021280288696289,56.54
1e-05,3.8691463470458984,56.54
