gamma1,gamma2,changegamma1,changegamma2,lr1,accuracy,gamma11,gamma21,changegamma11,changegamma22,lr2,accuracy2
1,1,-0.0029085592832416296,0.9879221320152283,0.0001,83.24,1,1,-0.08422430604696274,0.785504937171936,0.001,74.22
