gamma1,gamma2,changegamma1,changegamma2,lr1,accuracy,gamma11,gamma21,changegamma11,changegamma22,lr2,accuracy2
1,1,-0.0006679872167296708,0.0030071581713855267,0.0001,82.48,1,1,-0.010162802413105965,-0.30933624505996704,0.001,72.24
