gamma1,gamma2,changegamma1,changegamma2,lr1,accuracy,gamma11,gamma21,changegamma11,changegamma22,lr2,accuracy2
1,1,0.9747315049171448,1.0206170082092285,0.0001,81.58,1,1,0.8444584608078003,1.1318374872207642,0.001,74.66
