gamma1,gamma2,changegamma1,changegamma2,lr1,accuracy,gamma11,gamma21,changegamma11,changegamma22,lr2,accuracy2
1,1,-0.00021066943008918315,-0.0003875590628013015,0.0001,83.16,1,1,0.0022814259864389896,-3.008202838827856e-05,0.001,82.92
