gamma1,gamma2,changegamma1,changegamma2,lr1,accuracy,gamma11,gamma21,changegamma11,changegamma22,lr2,accuracy2
1,1,9.708550351206213e-05,0.00014910692698322237,0.0001,84.22,1,1,8.665736095281318e-05,0.00018060974252875894,0.001,82.84
