gamma1,gamma2,changegamma1,changegamma2,lr1,accuracy,gamma11,gamma21,changegamma11,changegamma22,lr2,accuracy2
1,1,0.003613478969782591,0.004634475335478783,0.0001,82.56,1,1,-0.13281328976154327,-0.26658761501312256,0.001,72.66
