gamma1,gamma2,changegamma1,changegamma2,lr1,accuracy,gamma11,gamma21,changegamma11,changegamma22,lr2,accuracy2
1,1,-0.004367704503238201,-0.00950374361127615,0.0001,62.58,1,1,-0.003331185085698962,0.009826784953474998,0.001,64.46
