gamma1,gamma2,changegamma1,changegamma2,lr1,accuracy,gamma11,gamma21,changegamma11,changegamma22,lr2,accuracy2
1,1,-0.000922496838029474,-0.00043287803418934345,0.0001,84.42,1,1,-0.00011513975186971948,0.0003036878479178995,0.001,82.76
