gamma1,gamma2,changegamma1,changegamma2,lr1,accuracy,gamma11,gamma21,changegamma11,changegamma22,lr2,accuracy2
1,1,0.00411651749163866,0.006276896223425865,0.0001,62.62,1,1,0.002143614226952195,0.013292581774294376,0.0001,64.5
