gamma1,gamma2,changegamma1,changegamma2,lr1,accuracy,gamma11,gamma21,changegamma11,changegamma22,lr2,accuracy2
0,0,-0.02427060529589653,0.026174552738666534,0.0001,83.08,0,0,-0.16692648828029633,0.13100752234458923,0.001,72.24
