gamma1,gamma2,changegamma1,changegamma2,lr1,accuracy,gamma11,gamma21,changegamma11,changegamma22,lr2,accuracy2
1,1,0.9307901263237,0.8834363222122192,0.0001,77.14,1,1,0.41462719440460205,0.5092621445655823,0.001,69.84
