weight1,weight2,weight3,weight4,weight5,weight_change1,weight_change2,weight_change3,weight_change4,weight_change5,accuracy_after_train_true,accuracy_after_train_false
1.0,1.0,1.0,1.0,1.0,0.9656311273574829,0.9813938736915588,0.976967453956604,0.976674497127533,1.030041217803955,81.86,82.62
1.0,0.9,0.8,0.7,0.6,0.9660409092903137,0.8819800615310669,0.7768729329109192,0.6754903197288513,0.655933141708374,80.2,80.94
1.0,0.8,0.6,0.4,0.2,0.9607816934585571,0.7790418267250061,0.5700678825378418,0.42788395285606384,0.2593613862991333,80.44,80.84
