weight1,weight2,weight3,weight4,weight5,weight_change1,weight_change2,weight_change3,weight_change4,weight_change5,accuracy_after_train_true,accuracy_after_train_false
1.0,1.0,1.0,1.0,1.0,0.9294266700744629,0.9631854295730591,0.9571399092674255,0.9583610892295837,0.9647548794746399,63.42,62.64
1.0,0.9,0.8,0.7,0.6,0.9308372139930725,0.8660138845443726,0.7586628198623657,0.6600960493087769,0.633955717086792,61.78,60.06
1.0,0.8,0.6,0.4,0.2,0.9290689826011658,0.767449140548706,0.5604260563850403,0.39101624488830566,0.30041733384132385,63.26,62.06
